id,parent,children,a_plus,conect,Tsim,Tdsim,pos,name,
,2494,[1956],[],2461,True,0.7290000000000001,1.5,1956,sports-watch550,
,392,[1956],[],2014,True,0.7290000000000001,1.5,1956,sports-watch316,
,1947,[1956],[],2461,True,0.7290000000000001,1.5,1956,sports-watch8,
,2610,[1956],[],2461,True,0.7290000000000001,1.5,1956,sports-watch109,
,125,[1956],[],2610,True,0.7290000000000001,1.5,1956,sports-watch92,
,2592,[6],"[1493, 538]",1116,True,0.81,1.0,6,sports-watch619,
,1493,[2592],[],823,True,0.7290000000000001,1.5,2592,sports-watch489,
,538,[2592],[],1493,True,0.7290000000000001,1.5,2592,sports-watch128,
,113,[6],"[741, 2498]",1956,True,0.7290000000000001,1.5,6,sports-watch764,
,741,[113],[],1182,True,0.7290000000000001,1.5,113,sports-watch574,
,2498,[113],[],741,True,0.81,1.0,113,sports-watch36,
,7,[1],"[26, 246, 251, 285, 286, 316, 331, 340, 356, 359]",4,True,0.81,1.0,1,movie-enter99,
,26,[7],"[692, 1377, 1476, 1656, 2027, 709, 1515]",10,True,0.81,1.0,7,kaden-channel169,
,692,[26],"[1115, 739]",26,True,0.81,1.0,26,kaden-channel845,
,1115,[692],[],692,True,0.7290000000000001,1.5,692,sports-watch777,
,739,[692],[],1115,True,0.7290000000000001,1.5,692,sports-watch431,
,1377,[26],[],692,True,0.81,1.0,26,sports-watch758,
,1476,[26],[],1377,True,0.81,1.0,26,sports-watch22,
,1656,[26],"[2535, 1536]",1377,True,0.81,1.0,26,sports-watch501,
,2535,[1656],[],1656,True,0.7290000000000001,1.5,1656,sports-watch533,
,1536,[1656],[],2535,True,0.7290000000000001,1.5,1656,sports-watch268,
,2027,[26],[],1476,True,0.7290000000000001,1.5,26,sports-watch768,
,709,[26],[],1656,True,0.81,1.0,26,sports-watch74,
,1515,[26],[],709,True,0.7290000000000001,1.5,26,sports-watch589,
,246,[7],"[765, 1874, 1713, 2204, 122]",26,True,0.81,1.0,7,sports-watch781,
,765,[246],[],359,True,0.81,1.0,246,sports-watch844,
,1874,[246],[],765,True,0.81,1.0,246,sports-watch659,
,1713,[246],[],1874,True,0.81,1.0,246,sports-watch585,
,2204,[246],[],1874,True,0.81,1.0,246,sports-watch246,
,122,[246],[],765,True,0.7290000000000001,1.5,246,sports-watch572,
,251,[7],"[643, 656, 690, 738, 1629, 480, 1662, 1857, 776]",246,True,0.81,1.0,7,sports-watch143,
,643,[251],[],340,True,0.81,1.0,251,sports-watch754,
,656,[251],[],643,True,0.7290000000000001,1.5,251,sports-watch689,
,690,[251],[],643,True,0.81,1.0,251,sports-watch365,
,738,[251],[],690,True,0.81,1.0,251,sports-watch265,
,1629,[251],[],690,True,0.81,1.0,251,sports-watch794,
,480,[251],[],690,True,0.81,1.0,251,sports-watch212,
,1662,[251],[],1629,True,0.81,1.0,251,sports-watch866,
,1857,[251],[],1662,True,0.81,1.0,251,sports-watch68,
,776,[251],[],643,True,0.81,1.0,251,sports-watch47,
,285,[7],"[593, 1205, 1794, 16, 56, 415]",246,True,0.81,1.0,7,sports-watch225,
,593,[285],[],340,True,0.81,1.0,285,sports-watch391,
,1205,[285],[],593,True,0.81,1.0,285,sports-watch623,
,1794,[285],[],593,True,0.81,1.0,285,sports-watch464,
,16,[285],[],1205,True,0.7290000000000001,1.5,285,sports-watch370,
,56,[285],[],16,True,0.7290000000000001,1.5,285,sports-watch147,
,415,[285],[],1794,True,0.81,1.0,285,sports-watch508,
,286,[7],"[369, 818, 1354, 1706, 2474, 508, 847, 1365]",246,True,0.81,1.0,7,sports-watch488,
,369,[286],[],359,True,0.81,1.0,286,sports-watch624,
,818,[286],[],369,True,0.81,1.0,286,sports-watch600,
,1354,[286],[],818,True,0.81,1.0,286,sports-watch743,
,1706,[286],[],369,True,0.81,1.0,286,sports-watch816,
,2474,[286],[],1706,True,0.81,1.0,286,sports-watch469,
,508,[286],[],818,True,0.81,1.0,286,sports-watch324,
,847,[286],[],1354,True,0.81,1.0,286,sports-watch678,
,1365,[286],[],1706,True,0.81,1.0,286,sports-watch719,
,316,[7],"[1902, 2519, 1974, 935]",285,True,0.81,1.0,7,sports-watch457,
,1902,[316],[],359,True,0.81,1.0,316,sports-watch180,
,2519,[316],[],1902,True,0.81,1.0,316,sports-watch665,
,1974,[316],[],1902,True,0.81,1.0,316,sports-watch95,
,935,[316],[],1902,True,0.81,1.0,316,sports-watch437,
,331,[7],"[1091, 1206, 1594, 875, 989, 1132, 1473, 839, 755]",285,True,0.81,1.0,7,sports-watch546,
,1091,[331],[],359,True,0.81,1.0,331,sports-watch632,
,1206,[331],[],1091,True,0.7290000000000001,1.5,331,sports-watch633,
,1594,[331],[],1091,True,0.7290000000000001,1.5,331,sports-watch593,
,875,[331],[],1091,True,0.81,1.0,331,sports-watch512,
,989,[331],[],875,True,0.81,1.0,331,sports-watch762,
,1132,[331],[],989,True,0.81,1.0,331,sports-watch687,
,1473,[331],[],989,True,0.81,1.0,331,sports-watch272,
,839,[331],[],1473,True,0.81,1.0,331,sports-watch327,
,755,[331],[],875,True,0.81,1.0,331,sports-watch97,
,340,[7],"[660, 1322, 1722, 2289, 2339, 1474, 2435, 306]",316,True,0.81,1.0,7,sports-watch668,
,660,[340],[],359,True,0.81,1.0,340,sports-watch552,
,1322,[340],[],660,True,0.81,1.0,340,sports-watch49,
,1722,[340],[],660,True,0.81,1.0,340,sports-watch746,
,2289,[340],[],660,True,0.81,1.0,340,sports-watch4,
,2339,[340],[],1722,True,0.81,1.0,340,sports-watch264,
,1474,[340],[],1722,True,0.81,1.0,340,sports-watch715,
,2435,[340],[],2339,True,0.81,1.0,340,sports-watch484,
,306,[340],[],2435,True,0.81,1.0,340,sports-watch115,
,356,[7],"[1286, 2099, 1156, 399, 2491, 1565]",251,True,0.81,1.0,7,sports-watch360,
,1286,[356],[],285,True,0.81,1.0,356,sports-watch382,
,2099,[356],[],1286,True,0.81,1.0,356,sports-watch740,
,1156,[356],[],2099,True,0.81,1.0,356,sports-watch626,
,399,[356],[],1156,True,0.81,1.0,356,sports-watch800,
,2491,[356],[],399,True,0.81,1.0,356,sports-watch474,
,1565,[356],[],1286,True,0.81,1.0,356,sports-watch325,
,359,[7],"[740, 1447, 2410, 1248, 645]",246,True,0.81,1.0,7,sports-watch894,
,740,[359],[],246,True,0.81,1.0,359,sports-watch414,
,1447,[359],[],740,True,0.7290000000000001,1.5,359,sports-watch163,
,2410,[359],[],740,True,0.81,1.0,359,sports-watch673,
,1248,[359],[],2410,True,0.81,1.0,359,sports-watch771,
,645,[359],[],740,True,0.81,1.0,359,sports-watch772,
,8,[1],"[13, 139, 227, 323, 366, 409, 427, 448, 526, 540]",5,True,0.81,1.0,1,kaden-channel447,
,13,[8],"[1575, 1734, 502, 2347]",8,True,0.81,1.0,8,sports-watch401,
,1575,[13],[],526,True,0.81,1.0,13,sports-watch555,
,1734,[13],[],1575,True,0.81,1.0,13,sports-watch455,
,502,[13],[],1734,True,0.81,1.0,13,sports-watch751,
,2347,[13],[],1734,True,0.81,1.0,13,sports-watch811,
,139,[8],"[223, 777, 970, 2175, 2285, 623, 1670, 1964, 669]",13,True,0.81,1.0,8,movie-enter716,
,223,[139],[],13,True,0.7290000000000001,1.5,139,sports-watch241,
,777,[139],[],223,True,0.81,1.0,139,sports-watch540,
,970,[139],[],777,True,0.81,1.0,139,sports-watch312,
,2175,[139],[],777,True,0.81,1.0,139,sports-watch89,
,2285,[139],[],777,True,0.81,1.0,139,sports-watch500,
,623,[139],[],777,True,0.81,1.0,139,sports-watch726,
,1670,[139],[],777,True,0.81,1.0,139,sports-watch601,
,1964,[139],[],2285,True,0.81,1.0,139,sports-watch202,
,669,[139],[],223,True,0.7290000000000001,1.5,139,sports-watch591,
,227,[8],"[744, 766, 1901, 2071, 2536, 2084, 2362, 652]",13,True,0.81,1.0,8,sports-watch218,
,744,[227],[],13,True,0.81,1.0,227,sports-watch829,
,766,[227],[],744,True,0.81,1.0,227,sports-watch879,
,1901,[227],[],766,True,0.7290000000000001,1.5,227,sports-watch221,
,2071,[227],[],766,True,0.81,1.0,227,sports-watch146,
,2536,[227],[],766,True,0.81,1.0,227,sports-watch77,
,2084,[227],[],744,True,0.81,1.0,227,sports-watch467,
,2362,[227],[],2084,True,0.81,1.0,227,sports-watch784,
,652,[227],[],2536,True,0.81,1.0,227,sports-watch379,
,323,[8],"[2094, 668, 684, 1281, 1531, 2245, 889]",139,True,0.81,1.0,8,sports-watch197,
,2094,[323],[],526,True,0.81,1.0,323,sports-watch708,
,668,[323],[],2094,True,0.81,1.0,323,sports-watch293,
,684,[323],[],2094,True,0.81,1.0,323,sports-watch509,
,1281,[323],[],668,True,0.81,1.0,323,sports-watch615,
,1531,[323],[],668,True,0.81,1.0,323,sports-watch80,
,2245,[323],[],1531,True,0.81,1.0,323,sports-watch439,
,889,[323],[],668,True,0.81,1.0,323,sports-watch859,
,366,[8],"[906, 1214, 1497, 1771]",13,True,0.81,1.0,8,sports-watch93,
,906,[366],[],366,True,0.81,1.0,366,sports-watch209,
,1214,[366],[],906,True,0.81,1.0,366,sports-watch611,
,1497,[366],[],1214,True,0.81,1.0,366,sports-watch107,
,1771,[366],[],1214,True,0.81,1.0,366,sports-watch281,
,409,[8],"[2030, 2096, 1845, 2574]",366,True,0.81,1.0,8,sports-watch478,
,2030,[409],[],366,True,0.81,1.0,409,sports-watch616,
,2096,[409],[],2030,True,0.81,1.0,409,sports-watch786,
,1845,[409],[],2096,True,0.81,1.0,409,sports-watch326,
,2574,[409],[],2096,True,0.7290000000000001,1.5,409,sports-watch610,
,427,[8],"[2344, 2578, 1744, 2326]",13,True,0.81,1.0,8,sports-watch9,
,2344,[427],[],409,True,0.81,1.0,427,sports-watch419,
,2578,[427],[],2344,True,0.81,1.0,427,sports-watch331,
,1744,[427],[],2344,True,0.81,1.0,427,sports-watch282,
,2326,[427],[],2578,True,0.81,1.0,427,sports-watch529,
,448,[8],"[779, 1290, 1315, 1321, 1812, 2042, 1467, 2399, 2402, 1751]",366,True,0.81,1.0,8,sports-watch691,
,779,[448],[],366,True,0.81,1.0,448,sports-watch102,
,1290,[448],[],779,True,0.81,1.0,448,sports-watch55,
,1315,[448],[],1290,True,0.81,1.0,448,sports-watch261,
,1321,[448],[],1315,True,0.81,1.0,448,sports-watch298,
,1812,[448],[],1315,True,0.81,1.0,448,sports-watch167,
,2042,[448],[],1315,True,0.81,1.0,448,sports-watch774,
,1467,[448],[],1315,True,0.81,1.0,448,sports-watch50,
,2399,[448],[],1467,True,0.7290000000000001,1.5,448,sports-watch466,
,2402,[448],[],1321,True,0.81,1.0,448,sports-watch492,
,1751,[448],[],2042,True,0.81,1.0,448,sports-watch573,
,526,[8],"[562, 1993, 2332, 2415, 1604, 2424]",366,True,0.81,1.0,8,sports-watch64,
,562,[526],[],409,True,0.81,1.0,526,sports-watch893,
,1993,[526],[],562,True,0.81,1.0,526,sports-watch390,
,2332,[526],[],562,True,0.81,1.0,526,sports-watch738,
,2415,[526],[],562,True,0.81,1.0,526,sports-watch223,
,1604,[526],[],562,True,0.7290000000000001,1.5,526,sports-watch39,
,2424,[526],[],1604,True,0.81,1.0,526,sports-watch15,
,540,[8],"[548, 1823, 1530]",13,True,0.81,1.0,8,sports-watch87,
,548,[540],[],526,True,0.81,1.0,540,sports-watch234,
,1823,[540],[],548,True,0.81,1.0,540,sports-watch256,
,1530,[540],[],1823,True,0.7290000000000001,1.5,540,sports-watch642,
,9,[1],"[79, 266, 267, 301, 436, 624, 642, 770, 791, 809]",7,True,0.81,1.0,1,movie-enter48,
,79,[9],"[1532, 2431, 1777, 543]",8,True,0.81,1.0,9,kaden-channel419,
,1532,[79],[],266,True,0.81,1.0,79,sports-watch125,
,2431,[79],[],1532,True,0.7290000000000001,1.5,79,sports-watch734,
,1777,[79],[],1532,True,0.81,1.0,79,sports-watch160,
,543,[79],[],1777,True,0.7290000000000001,1.5,79,sports-watch526,
,266,[9],"[339, 400, 1792, 2423, 2582, 2076]",79,True,0.81,1.0,9,sports-watch152,
,339,[266],[],79,True,0.7290000000000001,1.5,266,sports-watch219,
,400,[266],[],339,True,0.7290000000000001,1.5,266,sports-watch496,
,1792,[266],[],400,True,0.81,1.0,266,sports-watch698,
,2423,[266],[],1792,True,0.81,1.0,266,sports-watch328,
,2582,[266],[],1792,True,0.7290000000000001,1.5,266,sports-watch802,
,2076,[266],[],2582,True,0.81,1.0,266,sports-watch276,
,267,[9],"[1021, 1541, 1630, 66, 897, 1004, 1402, 547, 888]",266,True,0.81,1.0,9,sports-watch150,
,1021,[267],[],266,True,0.81,1.0,267,sports-watch144,
,1541,[267],[],1021,True,0.7290000000000001,1.5,267,sports-watch375,
,1630,[267],[],1021,True,0.81,1.0,267,sports-watch19,
,66,[267],[],1630,True,0.7290000000000001,1.5,267,sports-watch186,
,897,[267],[],1541,True,0.81,1.0,267,sports-watch900,
,1004,[267],[],897,True,0.81,1.0,267,sports-watch462,
,1402,[267],[],66,True,0.81,1.0,267,sports-watch750,
,547,[267],[],897,True,0.7290000000000001,1.5,267,sports-watch537,
,888,[267],[],1630,True,0.7290000000000001,1.5,267,sports-watch527,
,301,[9],"[2407, 318, 1776]",266,True,0.81,1.0,9,sports-watch833,
,2407,[301],[],809,True,0.81,1.0,301,kaden-channel779,
,318,[301],[],2407,True,0.81,1.0,301,sports-watch359,
,1776,[301],[],318,True,0.81,1.0,301,sports-watch185,
,436,[9],"[544, 1413, 1542, 1568, 2288, 2589, 857, 927, 1833, 2510]",266,True,0.81,1.0,9,sports-watch804,
,544,[436],[],436,True,0.7290000000000001,1.5,436,sports-watch736,
,1413,[436],[402],544,True,0.7290000000000001,1.5,436,sports-watch123,
,402,[1413],[],1568,True,0.7290000000000001,1.5,1413,sports-watch310,
,1542,[436],[],544,True,0.7290000000000001,1.5,436,sports-watch757,
,1568,[436],[],544,True,0.7290000000000001,1.5,436,sports-watch410,
,2288,[436],[],1542,True,0.81,1.0,436,sports-watch368,
,2589,[436],[],2288,True,0.81,1.0,436,sports-watch260,
,857,[436],[],2288,True,0.81,1.0,436,sports-watch679,
,927,[436],[],2288,True,0.81,1.0,436,sports-watch752,
,1833,[436],[],1568,True,0.7290000000000001,1.5,436,sports-watch495,
,2510,[436],[],2288,True,0.81,1.0,436,sports-watch712,
,624,[9],"[838, 1313, 1463, 1851, 1895, 393, 1277, 304]",436,True,0.81,1.0,9,sports-watch658,
,838,[624],[],791,True,0.81,1.0,624,sports-watch259,
,1313,[624],[],838,True,0.7290000000000001,1.5,624,sports-watch577,
,1463,[624],[],838,True,0.81,1.0,624,kaden-channel718,
,1851,[624],[],1313,True,0.7290000000000001,1.5,624,sports-watch700,
,1895,[624],[],1851,True,0.7290000000000001,1.5,624,sports-watch760,
,393,[624],[],1895,True,0.7290000000000001,1.5,624,sports-watch517,
,1277,[624],[],393,True,0.81,1.0,624,sports-watch351,
,304,[624],[],1277,True,0.81,1.0,624,sports-watch249,
,642,[9],"[877, 1663, 2337, 1066, 2405, 489]",624,True,0.81,1.0,9,sports-watch625,
,877,[642],[],624,True,0.7290000000000001,1.5,642,sports-watch887,
,1663,[642],[],877,True,0.81,1.0,642,sports-watch742,
,2337,[642],[],877,True,0.81,1.0,642,sports-watch257,
,1066,[642],[],877,True,0.81,1.0,642,sports-watch882,
,2405,[642],[],2337,True,0.81,1.0,642,sports-watch858,
,489,[642],[],2337,True,0.7290000000000001,1.5,642,sports-watch544,
,770,[9],"[1193, 178, 2020, 416, 1508]",267,True,0.81,1.0,9,movie-enter837,
,1193,[770],[],266,True,0.81,1.0,770,sports-watch886,
,178,[770],[],1193,True,0.81,1.0,770,sports-watch292,
,2020,[770],[],178,True,0.81,1.0,770,sports-watch378,
,416,[770],[],178,True,0.81,1.0,770,sports-watch118,
,1508,[770],[],416,True,0.81,1.0,770,sports-watch655,
,791,[9],"[1172, 1522, 1954, 2566, 287, 2353]",266,True,0.81,1.0,9,sports-watch206,
,1172,[791],[],791,True,0.7290000000000001,1.5,791,sports-watch35,
,1522,[791],[],1172,True,0.81,1.0,791,kaden-channel431,
,1954,[791],[],1522,True,0.81,1.0,791,sports-watch69,
,2566,[791],[],1954,True,0.81,1.0,791,sports-watch848,
,287,[791],[],2566,True,0.7290000000000001,1.5,791,sports-watch140,
,2353,[791],[],287,True,0.81,1.0,791,sports-watch763,
,809,[9],"[1453, 1494, 2528, 68, 439, 1499]",791,True,0.81,1.0,9,sports-watch429,
,1453,[809],[],624,True,0.7290000000000001,1.5,809,sports-watch769,
,1494,[809],[],1453,True,0.7290000000000001,1.5,809,sports-watch346,
,2528,[809],[],1453,True,0.81,1.0,809,sports-watch198,
,68,[809],[],2528,True,0.7290000000000001,1.5,809,sports-watch460,
,439,[809],[],2528,True,0.81,1.0,809,sports-watch448,
,1499,[809],[],68,True,0.7290000000000001,1.5,809,sports-watch432,
,10,[1],"[35, 42, 60, 313, 333, 476, 524, 602, 628, 651]",3,True,0.81,1.0,1,kaden-channel167,
,35,[10],"[1026, 1124, 1819, 2508, 2632, 186, 47, 2105]",5,True,0.81,1.0,10,sports-watch130,
,1026,[35],[],524,True,0.7290000000000001,1.5,35,sports-watch621,
,1124,[35],[],1026,True,0.7290000000000001,1.0,35,kaden-channel681,
,1819,[35],[],1026,True,0.7290000000000001,1.5,35,sports-watch156,
,2508,[35],[],1026,True,0.81,1.0,35,sports-watch713,
,2632,[35],[],2508,True,0.81,1.0,35,sports-watch607,
,186,[35],[],2632,True,0.81,1.0,35,sports-watch408,
,47,[35],[],186,True,0.81,1.0,35,sports-watch649,
,2105,[35],[],1026,True,0.7290000000000001,1.5,35,sports-watch648,
,42,[10],"[1042, 1375, 1388, 1631, 2453, 1253, 1655, 817, 1327]",35,True,0.81,1.0,10,sports-watch889,
,1042,[42],[],35,True,0.81,1.0,42,sports-watch446,
,1375,[42],[],1042,True,0.81,1.0,42,sports-watch516,
,1388,[42],[],1375,True,0.81,1.0,42,sports-watch189,
,1631,[42],[],1375,True,0.81,1.0,42,sports-watch250,
,2453,[42],[],1388,True,0.81,1.0,42,sports-watch238,
,1253,[42],[],1042,True,0.81,1.0,42,sports-watch245,
,1655,[42],[],1388,True,0.81,1.0,42,sports-watch671,
,817,[42],[],2453,True,0.81,1.0,42,sports-watch850,
,1327,[42],[],2453,True,0.81,1.0,42,sports-watch232,
,60,[10],"[61, 1011, 1194, 2012, 2253, 170, 1898, 731, 1855]",42,True,0.81,1.0,10,kaden-channel650,
,61,[60],[],35,True,0.7290000000000001,1.5,60,sports-watch677,
,1011,[60],[],61,True,0.81,1.0,60,sports-watch157,
,1194,[60],[],61,True,0.7290000000000001,1.5,60,sports-watch513,
,2012,[60],[],1194,True,0.81,1.0,60,sports-watch164,
,2253,[60],[],1194,True,0.81,1.0,60,kaden-channel777,
,170,[60],[],61,True,0.7290000000000001,1.5,60,sports-watch84,
,1898,[60],[],1194,True,0.81,1.0,60,sports-watch789,
,731,[60],[],1194,True,0.81,1.0,60,sports-watch61,
,1855,[60],[],1898,True,0.81,1.0,60,sports-watch237,
,313,[10],"[505, 1526, 1760, 1897, 1907, 1962, 424, 1729, 1797, 2509]",60,True,0.81,1.0,10,kaden-channel425,
,505,[313],[],35,True,0.7290000000000001,1.5,313,sports-watch518,
,1526,[313],[],505,True,0.7290000000000001,1.5,313,sports-watch884,
,1760,[313],[],1526,True,0.81,1.0,313,sports-watch329,
,1897,[313],[],1760,True,0.81,1.0,313,sports-watch385,
,1907,[313],[],1526,True,0.81,1.0,313,sports-watch709,
,1962,[313],[],1760,True,0.81,1.0,313,sports-watch622,
,424,[313],[],1760,True,0.81,1.0,313,sports-watch254,
,1729,[313],[],1526,True,0.7290000000000001,1.5,313,sports-watch820,
,1797,[313],[],1897,True,0.7290000000000001,1.5,313,sports-watch657,
,2509,[313],[],1897,True,0.81,1.0,313,kaden-channel460,
,333,[10],"[872, 1336, 2162, 1495, 1733, 320, 1217, 2411]",313,True,0.81,1.0,10,sports-watch841,
,872,[333],[],313,True,0.81,1.0,333,sports-watch775,
,1336,[333],[],872,True,0.81,1.0,333,sports-watch498,
,2162,[333],[],1336,True,0.81,1.0,333,sports-watch20,
,1495,[333],[],2162,True,0.81,1.0,333,sports-watch753,
,1733,[333],[],872,True,0.7290000000000001,1.5,333,sports-watch723,
,320,[333],[],1336,True,0.81,1.0,333,sports-watch724,
,1217,[333],[],872,True,0.81,1.0,333,sports-watch634,
,2411,[333],[],320,True,0.81,1.0,333,sports-watch725,
,476,[10],"[484, 1352, 1521, 1836, 2375, 955, 1207, 2522]",313,True,0.81,1.0,10,sports-watch5,
,484,[476],[],35,True,0.7290000000000001,1.5,476,sports-watch121,
,1352,[476],[],484,True,0.81,1.0,476,sports-watch447,
,1521,[476],[],1352,True,0.81,1.0,476,sports-watch124,
,1836,[476],[],1521,True,0.81,1.0,476,sports-watch222,
,2375,[476],[],484,True,0.81,1.0,476,sports-watch578,
,955,[476],[],1836,True,0.81,1.0,476,sports-watch389,
,1207,[476],[],955,True,0.7290000000000001,1.5,476,sports-watch396,
,2522,[476],[],955,True,0.7290000000000001,1.5,476,sports-watch505,
,524,[10],"[710, 1143, 1266, 191]",333,True,0.81,1.0,10,sports-watch814,
,710,[524],[],42,True,0.81,1.0,524,sports-watch291,
,1143,[524],[],710,True,0.81,1.0,524,sports-watch554,
,1266,[524],[],710,True,0.81,1.0,524,sports-watch81,
,191,[524],[],710,True,0.81,1.0,524,sports-watch425,
,602,[10],"[851, 1420, 1666]",313,True,0.81,1.0,10,kaden-channel350,
,851,[602],[],651,True,0.81,1.0,602,sports-watch730,
,1420,[602],[],851,True,0.7290000000000001,1.5,602,sports-watch135,
,1666,[602],[],851,True,0.81,1.0,602,sports-watch662,
,628,[10],"[788, 871, 980, 1628, 2054, 2201, 990]",524,True,0.81,1.0,10,sports-watch745,
,788,[628],[],35,True,0.81,1.0,628,sports-watch596,
,871,[628],[],788,True,0.81,1.0,628,sports-watch597,
,980,[628],[],788,True,0.81,1.0,628,sports-watch494,
,1628,[628],[],871,True,0.81,1.0,628,sports-watch295,
,2054,[628],[],788,True,0.81,1.0,628,sports-watch603,
,2201,[628],[],871,True,0.81,1.0,628,sports-watch638,
,990,[628],[],2201,True,0.81,1.0,628,sports-watch78,
,651,[10],"[702, 785, 1071, 2545, 1080, 1607, 2617]",35,True,0.81,1.0,10,sports-watch377,
,702,[651],[],333,True,0.81,1.0,651,sports-watch85,
,785,[651],[],702,True,0.7290000000000001,1.5,651,sports-watch548,
,1071,[651],[],702,True,0.81,1.0,651,sports-watch542,
,2545,[651],[],702,True,0.81,1.0,651,sports-watch423,
,1080,[651],[],785,True,0.7290000000000001,1.5,651,sports-watch783,
,1607,[651],[],1080,True,0.7290000000000001,1.5,651,sports-watch335,
,2617,[651],[],785,True,0.81,1.0,651,sports-watch521,
,12,[1],"[50, 72, 194, 238, 261, 381, 429, 495, 661, 679]",7,True,0.81,1.0,1,movie-enter544,
,50,[12],[2395],5,True,0.81,1.0,12,sports-watch692,
,2395,[50],[],661,True,0.81,1.0,50,sports-watch313,
,72,[12],"[1537, 1715, 2261, 2413, 1598]",50,True,0.81,1.0,12,sports-watch551,
,1537,[72],[],381,True,0.81,1.0,72,sports-watch18,
,1715,[72],[],1537,True,0.81,1.0,72,sports-watch699,
,2261,[72],[],1537,True,0.81,1.0,72,sports-watch398,
,2413,[72],[],2261,True,0.81,1.0,72,sports-watch352,
,1598,[72],[],1537,True,0.81,1.0,72,sports-watch613,
,194,[12],"[979, 1159, 1645, 1750, 2024, 2161, 622, 1088, 1101]",72,True,0.81,1.0,12,sports-watch434,
,979,[194],[],194,True,0.81,1.0,194,sports-watch284,
,1159,[194],[],979,True,0.7290000000000001,1.5,194,sports-watch705,
,1645,[194],[],979,True,0.81,1.0,194,sports-watch129,
,1750,[194],[],979,True,0.81,1.0,194,sports-watch406,
,2024,[194],[],1645,True,0.81,1.0,194,sports-watch333,
,2161,[194],[],1750,True,0.81,1.0,194,sports-watch415,
,622,[194],[],2161,True,0.81,1.0,194,sports-watch433,
,1088,[194],[],2161,True,0.81,1.0,194,sports-watch91,
,1101,[194],[],2161,True,0.81,1.0,194,sports-watch58,
,238,[12],"[1623, 2237, 2348, 816, 1470, 98]",194,True,0.81,1.0,12,sports-watch721,
,1623,[238],[],50,True,0.81,1.0,238,sports-watch207,
,2237,[238],[],1623,True,0.81,1.0,238,sports-watch735,
,2348,[238],[],1623,True,0.81,1.0,238,sports-watch606,
,816,[238],[],2348,True,0.81,1.0,238,sports-watch373,
,1470,[238],[],1623,True,0.81,1.0,238,sports-watch247,
,98,[238],[],1470,True,0.81,1.0,238,sports-watch224,
,261,[12],"[892, 812]",238,True,0.81,1.0,12,sports-watch367,
,892,[261],[],194,True,0.81,1.0,261,sports-watch430,
,812,[261],[],892,True,0.81,1.0,261,sports-watch305,
,381,[12],"[1592, 1716, 1086]",238,True,0.81,1.0,12,sports-watch614,
,1592,[381],[],261,True,0.81,1.0,381,sports-watch843,
,1716,[381],[],1592,True,0.81,1.0,381,sports-watch547,
,1086,[381],[],1592,True,0.7290000000000001,1.5,381,sports-watch48,
,429,[12],"[721, 1300, 1481, 2180, 2343, 2562, 811, 1687, 2236, 1055]",381,True,0.81,1.0,12,sports-watch851,
,721,[429],[],381,True,0.81,1.0,429,sports-watch755,
,1300,[429],[],721,True,0.7290000000000001,1.5,429,sports-watch445,
,1481,[429],[],721,True,0.81,1.0,429,sports-watch539,
,2180,[429],[],721,True,0.7290000000000001,1.5,429,sports-watch299,
,2343,[429],[],1300,True,0.81,1.0,429,sports-watch60,
,2562,[429],[],721,True,0.81,1.0,429,sports-watch288,
,811,[429],[],2180,True,0.81,1.0,429,sports-watch452,
,1687,[429],[1971],811,True,0.81,1.0,429,sports-watch116,
,1971,[1687],[],1687,True,0.81,1.0,1687,sports-watch424,
,2236,[429],[],2180,True,0.81,1.0,429,sports-watch175,
,1055,[429],[],2343,True,0.81,1.0,429,sports-watch409,
,495,[12],"[1500, 1615, 914, 1264, 2320]",261,True,0.81,1.0,12,sports-watch267,
,1500,[495],[],194,True,0.81,1.0,495,sports-watch443,
,1615,[495],[],1500,True,0.81,1.0,495,kaden-channel422,
,914,[495],[],1500,True,0.81,1.0,495,sports-watch27,
,1264,[495],[],914,True,0.7290000000000001,1.5,495,sports-watch168,
,2320,[495],[],914,True,0.81,1.0,495,sports-watch388,
,661,[12],"[1357, 1721, 1485, 2271]",495,True,0.81,1.0,12,sports-watch106,
,1357,[661],[],50,True,0.7290000000000001,1.5,661,sports-watch239,
,1721,[661],[],1357,True,0.81,1.0,661,sports-watch493,
,1485,[661],[],1357,True,0.81,1.0,661,sports-watch306,
,2271,[661],[],1485,True,0.81,1.0,661,sports-watch273,
,679,[12],"[1900, 167, 2310]",261,True,0.81,1.0,12,sports-watch75,
,1900,[679],[],495,True,0.81,1.0,679,sports-watch647,
,167,[679],[],1900,True,0.81,1.0,679,sports-watch767,
,2310,[679],[],167,True,0.81,1.0,679,sports-watch38,
,11,[0],"[27, 31, 36, 37, 62, 63, 69, 71, 74, 76]",1,True,0.81,1.0,0,kaden-channel84,
,27,[11],"[81, 134, 195, 236, 242, 283, 295, 308, 310, 314]",11,True,0.81,1.0,11,kaden-channel834,
,81,[27],"[1001, 1743, 2140, 1942, 1950, 2233, 885]",62,True,0.81,1.0,27,kaden-channel693,
,1001,[81],[],314,True,0.81,1.0,81,kaden-channel175,
,1743,[81],[],1001,True,0.81,1.0,81,kaden-channel606,
,2140,[81],[],1743,True,0.81,1.0,81,kaden-channel420,
,1942,[81],[],1743,True,0.81,1.0,81,kaden-channel479,
,1950,[81],[],1743,True,0.81,1.0,81,kaden-channel235,
